Node0px,Node0py,Node0pz,Node1px,Node1py,Node1pz,Node2px,Node2py,Node2pz,Node3px,Node3py,Node3pz,Node4px,Node4py,Node4pz,Node5px,Node5py,Node5pz,Node6px,Node6py,Node6pz,Node7px,Node7py,Node7pz,Node8px,Node8py,Node8pz,Node9px,Node9py,Node9pz,Node10px,Node10py,Node10pz
(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m)
199.8442,322.4204,-319.8407,181.7964,290.8723,-290.8942,163.6774,259.3606,-261.9517,145.4871,227.8857,-233.0132,127.2254,196.4482,-204.0783,108.8924,165.0488,-175.1465,90.4881,133.6883,-146.2171,72.0124,102.3678,-117.2892,53.4656,71.0886,-88.3614,34.8478,39.8521,-59.4324,16.1596,8.66,-30.5002
199.8392,322.3757,-319.9566,181.7893,290.8276,-291.0098,163.6686,259.3172,-262.0655,145.4768,227.8446,-233.124,127.2135,196.4103,-204.1853,108.8789,165.0148,-175.2487,90.4729,133.6592,-146.3136,71.9957,102.3446,-117.3788,53.4478,71.0721,-88.4429,34.8298,39.8434,-59.5041,16.1425,8.66,-30.5603
199.8317,322.3334,-320.0566,181.7786,290.7831,-291.1126,163.6555,259.2725,-262.1681,145.4616,227.8015,-233.2245,127.1967,196.3699,-204.2819,108.8605,164.9785,-175.3403,90.4532,133.6279,-146.3987,71.9752,102.3193,-117.456,53.427,71.0541,-88.5106,34.8096,39.8338,-59.5605,16.1243,8.66,-30.6032
199.8221,322.2975,-320.1335,181.7643,290.7417,-291.1964,163.6379,259.2287,-262.2548,145.4416,227.7576,-233.3107,127.1748,196.3281,-204.3653,108.8372,164.9402,-175.4186,90.429,133.5948,-146.47,71.9506,102.2926,-117.5186,53.403,71.0351,-88.5625,34.7872,39.8237,-59.5997,16.1049,8.66,-30.6276
199.8112,322.2714,-320.182,181.7472,290.7074,-291.2556,163.6164,259.1894,-262.3202,145.417,227.7161,-233.3784,127.1481,196.287,-204.4317,108.8092,164.9019,-175.4807,90.4005,133.5611,-146.5254,71.9224,102.2653,-117.5647,53.376,71.0156,-88.5973,34.7626,39.8133,-59.6209,16.084,8.66,-30.6331
199.7993,322.2553,-320.2011,181.7281,290.6822,-291.2871,163.5919,259.1574,-262.3604,145.3887,227.6801,-233.4231,127.1173,196.2497,-204.4772,108.7771,164.8659,-175.5235,90.3681,133.5287,-146.5621,71.8908,102.2386,-117.5927,53.3463,70.9963,-88.6138,34.7359,39.803,-59.6235,16.0616,8.66,-30.6196
199.7859,322.2457,-320.1946,181.7074,290.6643,-291.292,163.5652,259.133,-262.374,145.3576,227.651,-233.4425,127.0833,196.2183,-204.4988,108.7416,164.8345,-175.5438,90.3325,133.4997,-146.5777,71.8563,102.2142,-117.6004,53.314,70.9785,-88.6107,34.7072,39.7934,-59.6071,16.0376,8.66,-30.5876
199.7711,322.2408,-320.1651,181.6852,290.6515,-291.2737,163.537,259.1143,-262.3637,145.3247,227.6284,-233.4373,127.0473,196.1933,-204.496,108.704,164.8091,-175.5403,90.2946,133.4758,-146.5706,71.8196,102.1937,-117.5866,53.2799,70.9633,-88.5873,34.6767,39.7852,-59.5717,16.0118,8.66,-30.5381
199.7565,322.2442,-320.1088,181.6625,290.6451,-291.2311,163.5079,259.1011,-262.3305,145.2909,227.6109,-233.4096,127.0102,196.1737,-204.4705,108.6652,164.7891,-175.5142,90.2555,133.4571,-146.5413,71.7817,102.1777,-117.5514,53.2443,70.9515,-88.544,34.6448,39.7787,-59.5182,15.9844,8.66,-30.4726
199.7435,322.2583,-320.0235,181.6409,290.6486,-291.161,163.4794,259.0962,-262.2718,145.2573,227.6003,-233.3585,126.9731,196.1598,-204.4231,108.6262,164.7741,-175.4672,90.2162,133.4428,-146.4918,71.7432,102.1655,-117.497,53.2081,70.9425,-88.4828,34.6116,39.7738,-59.4485,15.9552,8.66,-30.393
199.7326,322.2811,-319.9137,181.6216,290.6617,-291.0652,163.453,259.1011,-262.1876,145.2253,227.5987,-233.283,126.9373,196.1536,-204.3532,108.5881,164.7653,-175.3997,90.1773,133.4331,-146.4237,71.705,102.1567,-117.4258,53.1715,70.9357,-88.4064,34.5776,39.7701,-59.3652,15.9242,8.66,-30.3018
199.7237,322.3106,-319.7835,181.6047,290.6821,-290.9483,163.4293,259.114,-262.0815,145.196,227.6055,-233.1854,126.9039,196.1556,-204.2618,108.552,164.7637,-175.3121,90.1398,133.4294,-146.3375,71.6674,102.1522,-117.3387,53.1349,70.9318,-88.3163,34.5428,39.7678,-59.2706,15.8916,8.66,-30.2016
199.7164,322.3453,-319.6344,181.5899,290.7082,-290.812,163.4079,259.1329,-261.9562,145.1692,227.6183,-233.0689,126.8729,196.1637,-204.1518,108.5181,164.7683,-175.2067,90.1043,133.4314,-146.2347,71.6312,102.1527,-117.2368,53.0989,70.9315,-88.2139,34.5076,39.7674,-59.1665,15.8575,8.66,-30.0952
199.7104,322.3831,-319.4719,181.5774,290.7392,-290.6606,163.3894,259.1574,-261.8149,145.1455,227.6371,-232.9363,126.845,196.1776,-204.0265,108.487,164.7783,-175.0869,90.071,133.4385,-146.1188,71.5967,102.1574,-117.1236,53.0638,70.9344,-88.1023,34.4722,39.7688,-59.056,15.8219,8.66,-29.9857
199.7053,322.4225,-319.3025,181.5668,290.7733,-290.5001,163.3736,259.1864,-261.6629,145.1251,227.6613,-232.7923,126.8205,196.1973,-203.8897,108.4592,164.7939,-174.9563,90.0406,133.4503,-145.9936,71.5642,102.166,-117.0029,53.0297,70.94,-87.9855,34.4367,39.7716,-58.9428,15.7849,8.66,-29.8762
199.7011,322.4636,-319.1306,181.5581,290.8102,-290.3355,163.3605,259.2191,-261.5057,145.1078,227.6897,-232.6423,126.7993,196.2216,-203.7465,108.4346,164.8141,-174.8197,90.013,133.4666,-145.8632,71.5339,102.1782,-116.8785,52.9969,70.9482,-87.8669,34.4015,39.7758,-58.8301,15.7468,8.66,-29.7697
199.6973,322.5048,-318.962,181.5509,290.849,-290.1718,163.3496,259.2547,-261.3478,145.0932,227.7218,-232.4908,126.7811,196.2497,-203.6017,108.4129,164.8382,-174.6816,89.988,133.4864,-145.7319,71.5057,102.1936,-116.7541,52.9655,70.9589,-87.7499,34.3664,39.7814,-58.7209,15.7077,8.66,-29.6692
199.6928,322.5446,-318.8024,181.5442,290.8881,-290.0145,163.3403,259.2921,-261.1944,145.0808,227.7564,-232.3424,126.7654,196.281,-203.4592,108.3938,164.8655,-174.5459,89.9653,133.5092,-145.6036,71.4793,102.2115,-116.6337,52.9351,70.9714,-87.6381,34.3317,39.7879,-58.6187,15.6679,8.66,-29.5776
199.6876,322.5827,-318.6548,181.5376,290.9265,-289.8678,163.3317,259.3297,-261.05,145.0698,227.7923,-232.2017,126.7516,196.3143,-203.3237,108.3767,164.8951,-174.4166,89.9445,133.5344,-145.4818,71.4545,102.2315,-116.5206,52.9058,70.9855,-87.5347,34.2972,39.7953,-58.5261,15.6275,8.66,-29.4972
199.6815,322.619,-318.5213,181.5309,290.9639,-289.7339,163.3236,259.3671,-260.9175,145.0598,227.8286,-232.0722,126.739,196.3483,-203.1987,108.361,164.9259,-174.2977,89.9253,133.561,-145.3702,71.4311,102.2529,-116.4179,52.8774,71.0007,-87.4423,34.2632,39.8034,-58.4456,15.5868,8.66,-29.4303
199.6755,322.6545,-318.4022,181.5243,291.0005,-289.6146,163.316,259.404,-260.7992,145.0505,227.8647,-231.9564,126.7274,196.3826,-203.087,108.3465,164.9573,-174.1918,89.9072,133.5882,-145.2718,71.4086,102.2749,-116.3285,52.8499,71.0164,-87.3637,34.2296,39.8118,-58.3796,15.5461,8.66,-29.3786
199.6714,322.6923,-318.2947,181.519,291.0382,-289.5087,163.3094,259.4412,-260.6953,145.0422,227.901,-231.8556,126.7169,196.417,-202.9904,108.3331,164.9887,-174.101,89.8902,133.6157,-145.1885,71.3872,102.2971,-116.2546,52.8232,71.0323,-87.3009,34.1966,39.8203,-58.3297,15.5055,8.66,-29.3436
199.6694,322.7327,-318.1994,181.5161,291.0787,-289.4147,163.3049,259.4807,-260.6045,145.0356,227.9385,-231.7691,126.7078,196.4519,-202.9092,108.321,165.0204,-174.0263,89.8744,133.6432,-145.1217,71.3669,102.3194,-116.1972,52.7974,71.0483,-87.2548,34.1643,39.8289,-58.2969,15.4653,8.66,-29.3261
199.6669,322.7707,-318.1243,181.5144,291.1195,-289.337,163.3024,259.5218,-260.528,145.0312,227.9781,-231.6965,126.7008,196.4886,-202.8425,108.3107,165.0532,-173.967,89.86,133.6712,-145.0711,71.3479,102.3419,-116.1568,52.7727,71.0643,-87.2262,34.1328,39.8374,-58.2817,15.4258,8.66,-29.3264
199.6611,322.8007,-318.0774,181.5112,291.1552,-289.2834,163.3,259.5604,-260.4717,145.028,228.0172,-231.6412,126.6955,196.526,-202.7916,108.3022,165.0871,-173.923,89.8475,133.7004,-145.0361,71.3303,102.3651,-116.1326,52.7492,71.0807,-87.2143,34.1023,39.8461,-58.284,15.3871,8.66,-29.3446
199.6531,322.8231,-318.0572,181.5061,291.1833,-289.2562,163.2964,259.5928,-260.4401,145.0245,228.0519,-231.6082,126.6907,196.561,-202.7604,108.2949,165.1202,-173.8967,89.8364,133.7295,-145.0176,71.3143,102.3889,-116.1244,52.7271,71.0977,-87.2186,34.073,39.855,-58.3028,15.3493,8.66,-29.3798
199.6451,322.8413,-318.0579,181.5006,291.2064,-289.2513,163.2922,259.6195,-260.4315,145.0206,228.0809,-231.5982,126.6859,196.5909,-202.7512,108.2879,165.1493,-173.8909,89.826,133.7562,-145.0181,71.2992,102.4112,-116.1338,52.7061,71.1139,-87.2397,34.0448,39.8638,-58.3379,15.3127,8.66,-29.4311
199.6373,322.8549,-318.079,181.4954,291.2256,-289.2657,163.2883,259.6423,-260.4424,145.0168,228.1057,-231.6081,126.6811,196.6162,-202.7624,108.281,165.1738,-173.9055,89.8158,133.7785,-145.0383,71.2846,102.43,-116.162,52.6858,71.1277,-87.2783,34.0175,39.8712,-58.3891,15.2772,8.66,-29.4969
199.6289,322.8619,-318.1218,181.49,291.239,-289.3006,163.2846,259.6602,-260.4725,145.0133,228.1262,-231.6363,126.6767,196.6374,-202.7915,108.2744,165.1943,-173.9381,89.806,133.7968,-145.0764,71.2704,102.445,-116.2076,52.666,71.1385,-87.3332,33.991,39.877,-58.455,15.2429,8.66,-29.5753
199.6205,322.8631,-318.1833,181.4844,291.2461,-289.355,163.2806,259.6718,-260.5218,145.0097,228.1409,-231.683,126.6722,196.6537,-202.838,108.268,165.2105,-173.9869,89.7963,133.8117,-145.1298,71.2563,102.4573,-116.2676,52.6466,71.1474,-87.4014,33.9651,39.8817,-58.5328,15.2098,8.66,-29.6639
199.6124,322.8593,-318.2607,181.4789,291.2478,-289.4254,163.2764,259.6777,-260.5876,145.0058,228.1497,-231.7462,126.6675,196.6643,-202.9006,108.2612,165.2219,-174.0507,89.7864,133.8227,-145.1968,71.2423,102.4668,-116.3397,52.6273,71.1544,-87.4803,33.9399,39.8855,-58.62,15.1779,8.66,-29.7603
199.6043,322.8494,-318.3529,181.473,291.2438,-289.5103,163.2718,259.6782,-260.6673,145.0014,228.1534,-231.8229,126.662,196.6699,-202.9762,108.2538,165.2285,-174.1271,89.776,133.8293,-145.2756,71.2278,102.4728,-116.4224,52.608,71.1589,-87.5682,33.915,39.8879,-58.7142,15.1471,8.66,-29.8616
199.5961,322.8344,-318.4566,181.4666,291.234,-289.6075,163.2664,259.6728,-260.7592,144.9959,228.1515,-231.9112,126.6556,196.6705,-203.0627,108.2452,165.2305,-174.2135,89.7645,133.8319,-145.3636,71.2125,102.4752,-116.5131,52.5882,71.1607,-87.6627,33.8903,39.8889,-58.8131,15.1173,8.66,-29.965
199.588,322.8162,-318.5667,181.4595,291.2197,-289.7125,163.2597,259.6621,-260.86,144.989,228.1438,-232.0086,126.6475,196.6654,-203.158,108.2352,165.2274,-174.3078,89.7516,133.8301,-145.4582,71.196,102.4742,-116.609,52.5677,71.1601,-87.7607,33.8655,39.8886,-58.9134,15.0883,8.66,-30.0676
199.5794,322.7948,-318.6804,181.4513,291.2017,-289.8219,163.2515,259.647,-260.9658,144.9801,228.1314,-232.1115,126.6373,196.6553,-203.2588,108.223,165.2193,-174.4073,89.7367,133.8239,-145.5569,71.178,102.4696,-116.7076,52.5461,71.157,-87.8595,33.8403,39.8869,-59.0125,15.06,8.66,-30.1664
199.5699,322.7705,-318.7942,181.4414,291.1797,-289.9328,163.241,259.6276,-261.0736,144.9687,228.1144,-232.2166,126.6244,196.6407,-203.3616,108.2081,165.2068,-174.5084,89.7193,133.8135,-145.6566,71.1578,102.4614,-116.806,52.5231,71.1513,-87.9565,33.8146,39.8838,-59.1077,15.0323,8.66,-30.2589
199.5591,322.745,-318.9035,181.4294,291.155,-290.041,163.2278,259.6043,-261.1802,144.9542,228.0931,-232.321,126.6084,196.6216,-203.4638,108.1901,165.1902,-174.6082,89.6992,133.7995,-145.7542,71.1353,102.4502,-116.9012,52.4983,71.1432,-88.0488,33.7882,39.8795,-59.1962,15.005,8.66,-30.3424
199.5467,322.719,-319.0047,181.415,291.1287,-290.1429,163.2117,259.5785,-261.2816,144.9364,228.0685,-232.4213,126.5889,196.5987,-203.5621,108.1687,165.1698,-174.7041,89.6759,133.782,-145.847,71.1102,102.4362,-116.9904,52.4717,71.1333,-88.1335,33.7607,39.8742,-59.2754,14.9778,8.66,-30.4146
199.5324,322.6934,-319.0953,181.3979,291.1016,-290.2358,163.1923,259.551,-261.3751,144.915,228.0416,-232.5142,126.5656,196.5733,-203.6535,108.1437,165.1466,-174.793,89.6493,133.7619,-145.9324,71.0823,102.4199,-117.0713,52.4431,71.1215,-88.2087,33.7323,39.8679,-59.3433,14.9506,8.66,-30.4736
199.5162,322.6696,-319.1718,181.3781,291.0749,-290.3164,163.1696,259.5229,-261.4579,144.89,228.0133,-232.5973,126.5386,196.5461,-203.7353,108.1151,165.1214,-174.8722,89.6194,133.7398,-146.0078,71.0517,102.4019,-117.1413,52.4125,71.1085,-88.2719,33.7026,39.8609,-59.398,14.9233,8.66,-30.5179
199.498,322.6485,-319.232,181.3555,291.0498,-290.3822,163.1437,259.4954,-261.527,144.8614,227.9849,-232.6677,126.508,196.5181,-203.8051,108.0829,165.0952,-174.9395,89.5863,133.7166,-146.0708,71.0184,102.3829,-117.1985,52.3798,71.0948,-88.3213,33.6717,39.8535,-59.4379,14.8955,8.66,-30.5462
199.4778,322.6307,-319.2742,181.3305,291.0271,-290.4313,163.1148,259.4695,-261.5804,144.8295,227.9574,-232.7231,126.4738,196.4905,-203.8604,108.0474,165.069,-174.9926,89.5501,133.6932,-146.1197,70.9825,102.3636,-117.241,52.3452,71.0809,-88.3556,33.6396,39.846,-59.4619,14.8673,8.66,-30.5578
199.456,322.617,-319.2966,181.3032,291.0075,-290.4619,163.0832,259.4459,-261.6164,144.7946,227.9316,-232.7619,126.4367,196.4643,-203.8995,108.0089,165.0438,-175.0297,89.5113,133.6704,-146.1526,70.9443,102.3447,-117.2676,52.3089,71.0671,-88.3737,33.6063,39.8386,-59.4693,14.8384,8.66,-30.5526
199.4329,322.6082,-319.2979,181.2741,290.9921,-290.4725,163.0494,259.4258,-261.6334,144.7573,227.9087,-232.7825,126.397,196.4402,-203.921,107.968,165.0203,-175.0496,89.4702,133.6491,-146.1685,70.9042,102.3268,-117.2772,52.271,71.0541,-88.3748,33.5719,39.8315,-59.4599,14.8087,8.66,-30.5308
199.4092,322.6052,-319.2769,181.2439,290.9818,-290.462,163.0141,259.4101,-261.6303,144.7183,227.8894,-232.7837,126.3555,196.4193,-203.9238,107.9252,164.9994,-175.0514,89.4275,133.6298,-146.1668,70.8627,102.3106,-117.2696,52.232,71.0422,-88.3591,33.5365,39.8251,-59.4341,14.7781,8.66,-30.493
199.3855,322.6089,-319.233,181.2134,290.9774,-290.4295,162.9782,259.3997,-261.6061,144.6784,227.8749,-232.7649,126.313,196.4025,-203.9074,107.8814,164.982,-175.0346,89.3837,133.6134,-146.1471,70.8203,102.2966,-117.2447,52.1921,71.0318,-88.3268,33.5003,39.8195,-59.3924,14.7466,8.66,-30.4405
199.3625,322.6191,-319.1671,181.1834,290.9795,-290.3752,162.9425,259.3954,-261.5607,144.6385,227.8659,-232.7256,126.2703,196.3906,-203.8714,107.8374,164.9688,-174.9992,89.3396,133.6005,-146.1097,70.7775,102.2853,-117.2029,52.1517,71.0234,-88.2787,33.4634,39.8149,-59.3363,14.7141,8.66,-30.3747
199.3403,322.6351,-319.0811,181.1544,290.9877,-290.3006,162.9078,259.3972,-261.4951,144.5995,227.863,-232.6664,126.2283,196.3842,-203.8162,107.7939,164.9606,-174.9455,89.296,133.5917,-146.0551,70.7349,102.2773,-117.1453,52.1113,71.0172,-88.216,33.4261,39.8114,-59.267,14.6806,8.66,-30.2977
199.3195,322.6564,-318.9772,181.1269,291.0016,-290.2077,162.8748,259.405,-261.411,144.5621,227.8658,-232.5891,126.188,196.3835,-203.7433,107.7518,164.9575,-174.8749,89.2534,133.5874,-145.9846,70.693,102.2729,-117.0731,52.0711,71.0136,-88.1404,33.3885,39.8094,-59.1867,14.6462,8.66,-30.2117
199.3003,322.6827,-318.8577,181.1013,291.0209,-290.0987,162.8439,259.4184,-261.3108,144.527,227.8744,-232.4956,126.1497,196.3883,-203.6546,107.7116,164.9596,-174.7892,89.2125,133.5877,-145.9002,70.6524,102.2722,-116.9882,52.0317,71.0127,-88.0539,33.3509,39.8087,-59.0975,14.6108,8.66,-30.1191
199.2832,322.7138,-318.725,181.0782,291.0454,-289.976,162.8156,259.4372,-261.1966,144.4945,227.8885,-232.3884,126.1141,196.3985,-203.5527,107.674,164.9667,-174.691,89.1737,133.5924,-145.8042,70.6134,102.2752,-116.8934,51.9932,71.0144,-87.9591,33.3134,39.8095,-59.002,14.5745,8.66,-30.0227
199.2682,322.7491,-318.5823,181.0577,291.0749,-289.8425,162.7903,259.4613,-261.0713,144.4651,227.9079,-232.27,126.0816,196.4138,-203.4401,107.6391,164.9785,-174.5829,89.1374,133.6013,-145.6996,70.5763,102.2815,-116.7912,51.9559,71.0185,-87.8587,33.2762,39.8116,-58.903,14.5375,8.66,-29.9251
199.2551,322.7875,-318.4337,181.0398,291.1084,-289.7019,162.768,259.4902,-260.9381,144.439,227.9322,-232.1436,126.0522,196.434,-203.3198,107.6072,164.9949,-174.4679,89.1036,133.6142,-145.5891,70.5412,102.2911,-116.6846,51.9199,71.025,-87.7557,33.2394,39.8149,-58.8034,14.4999,8.66,-29.8291
199.2436,322.8283,-318.283,181.0242,291.1452,-289.5579,162.7485,259.5229,-260.8007,144.416,227.9609,-232.0127,126.0261,196.4587,-203.1951,107.5784,165.0156,-174.3489,89.0726,133.631,-145.4756,70.5083,102.3039,-116.5764,51.8853,71.0337,-87.6526,33.2033,39.8194,-58.7058,14.4618,8.66,-29.7374
199.2335,322.8707,-318.1337,181.0107,291.1846,-289.4141,162.7316,259.5589,-260.6629,144.3958,227.9932,-231.8809,126.003,196.4872,-203.0693,107.5526,165.0401,-174.2294,89.0443,133.6512,-145.3623,70.4776,102.3196,-116.4695,51.8523,71.0446,-87.5525,33.1678,39.8251,-58.6129,14.4235,8.66,-29.6525
199.2244,322.914,-317.9896,180.9989,291.2258,-289.2741,162.717,259.5975,-260.5278,144.3784,228.0286,-231.7515,125.9827,196.5189,-202.946,107.5295,165.0677,-174.1125,89.0185,133.6743,-145.2524,70.4491,102.3378,-116.367,51.8208,71.0573,-87.458,33.1331,39.8318,-58.5273,14.3851,8.66,-29.5769
199.2156,322.9571,-317.8546,180.9884,291.268,-289.1417,162.7044,259.6378,-260.3992,144.3633,228.0663,-231.6278,125.9649,196.5532,-202.8281,107.509,165.0979,-174.0013,88.995,133.6998,-145.1487,70.4225,102.358,-116.2716,51.7909,71.0715,-87.3719,33.0993,39.8393,-58.4514,14.3468,8.66,-29.5125
199.207,322.9993,-317.7318,180.9788,291.3103,-289.02,162.6932,259.679,-260.2804,144.3501,228.1054,-231.5131,125.9494,196.5893,-202.719,107.4908,165.1301,-173.8988,88.9738,133.7272,-145.0539,70.3979,102.3798,-116.1858,51.7625,71.0869,-87.2962,33.0665,39.8474,-58.3872,14.3088,8.66,-29.4611
199.1982,323.0398,-317.6238,180.9697,291.3518,-288.9119,162.6831,259.7202,-260.174,144.3385,228.1451,-231.4103,125.9357,196.6263,-202.6212,107.4745,165.1634,-173.8076,88.9545,133.7558,-144.9706,70.3751,102.4027,-116.1118,51.7356,71.1031,-87.233,33.0347,39.856,-58.3362,14.2713,8.66,-29.424
199.1889,323.0778,-317.5334,180.9609,291.3918,-288.8199,162.6739,259.7607,-260.0827,144.3281,228.1846,-231.3216,125.9235,196.6636,-202.5371,107.46,165.1972,-173.7298,88.937,133.785,-144.9008,70.354,102.4261,-116.0515,51.7101,71.1197,-87.1839,33.0041,39.8648,-58.2999,14.2346,8.66,-29.4022
199.1789,323.1124,-317.4624,180.9521,291.4292,-288.7461,162.6653,259.7993,-260.0084,144.3188,228.2229,-231.2492,125.9127,196.7001,-202.4686,107.4469,165.2307,-173.6672,88.921,133.814,-144.8459,70.3343,102.4496,-116.0063,51.686,71.1364,-87.1499,32.9747,39.8736,-58.2791,14.1987,8.66,-29.3962
199.1684,323.143,-317.412,180.9432,291.4633,-288.6918,162.657,259.8353,-259.9528,144.3102,228.2593,-231.1946,125.903,196.7352,-202.4172,107.4352,165.263,-173.6212,88.9065,133.8423,-144.8073,70.3161,102.4725,-115.977,51.6632,71.1528,-87.1319,32.9464,39.8823,-58.2741,14.164,8.66,-29.4061
199.1573,323.1691,-317.3829,180.9343,291.4936,-288.6578,162.6491,259.8681,-259.9165,144.3023,228.2928,-231.1586,125.8942,196.768,-202.3838,107.4246,165.2935,-173.5926,88.8931,133.8691,-144.7857,70.2992,102.4943,-115.9643,51.6418,71.1685,-87.1301,32.9195,39.8907,-58.285,14.1305,8.66,-29.4315
199.1457,323.1901,-317.3752,180.9253,291.5194,-288.6444,162.6415,259.8969,-259.9001,144.295,228.3229,-231.1416,125.8862,196.7978,-202.3687,107.4149,165.3216,-173.5817,88.8809,133.894,-144.7811,70.2835,102.5147,-115.9681,51.6216,71.1831,-87.1442,32.8938,39.8984,-58.3112,14.0984,8.66,-29.4716
199.134,323.2058,-317.3885,180.9164,291.5402,-288.6513,162.6342,259.9211,-259.9033,144.2882,228.3489,-231.1436,125.8788,196.824,-202.3719,107.4061,165.3465,-173.5883,88.8696,133.9163,-144.7933,70.2688,102.533,-115.988,51.6025,71.1962,-87.1735,32.8694,39.9055,-58.3518,14.0677,8.66,-29.525
199.1222,323.2159,-317.4216,180.9075,291.5557,-288.6776,162.627,259.9403,-259.9253,144.2817,228.3704,-231.1638,125.872,196.8462,-202.3926,107.3978,165.3679,-173.6117,88.859,133.9355,-144.8216,70.2549,102.5489,-116.023,51.5844,71.2078,-87.2171,32.8462,39.9117,-58.4056,14.0386,8.66,-29.5904
199.1106,323.2204,-317.4728,180.8987,291.5657,-288.7219,162.62,259.9543,-259.965,144.2754,228.3868,-231.2011,125.8654,196.8637,-202.4298,107.39,165.3852,-173.6509,88.8489,133.9514,-144.8647,70.2416,102.5622,-116.0718,51.5671,71.2174,-87.2734,32.8241,39.9168,-58.4708,14.011,8.66,-29.6657
199.0992,323.2196,-317.5399,180.89,291.5701,-288.7822,162.613,259.9628,-260.0205,144.2691,228.3981,-231.2539,125.8588,196.8764,-202.4819,107.3822,165.3982,-173.7042,88.839,133.9635,-144.921,70.2287,102.5724,-116.1329,51.5504,71.2249,-87.3407,32.8029,39.9208,-58.5455,13.9849,8.66,-29.7487
199.0881,323.2137,-317.6205,180.8813,291.5693,-288.8562,162.6058,259.9659,-260.0898,144.2626,228.4041,-231.3202,125.852,196.8842,-202.547,107.3742,165.4066,-173.7698,88.829,133.9717,-144.9888,70.2159,102.5795,-116.2043,51.5341,71.2301,-87.4169,32.7826,39.9236,-58.6275,13.9603,8.66,-29.8371
199.0773,323.2034,-317.7115,180.8724,291.5636,-288.9413,162.5982,259.9639,-260.1704,144.2554,228.4049,-231.3978,125.8445,196.8869,-202.6229,107.3655,165.4105,-173.8457,88.8184,133.9758,-145.0659,70.2027,102.5833,-116.2838,51.5178,71.233,-87.4998,32.7629,39.9252,-58.7144,13.937,8.66,-29.9284
199.0664,323.1891,-317.8101,180.863,291.5533,-289.0347,162.5898,259.957,-260.2596,144.2473,228.4007,-231.4839,125.8359,196.8848,-202.7073,107.3559,165.4098,-173.9293,88.807,133.976,-145.1498,70.189,102.5838,-116.369,51.5014,71.2335,-87.5869,32.7436,39.9255,-58.8038,13.915,8.66,-30.02
199.0554,323.1715,-317.9131,180.8529,291.5389,-289.1336,162.5802,259.9455,-260.3547,144.2378,228.3918,-231.5762,125.826,196.8781,-202.7974,107.3449,165.4047,-174.0181,88.7944,133.9723,-145.2382,70.1744,102.5811,-116.4574,51.4846,71.2317,-87.6757,32.7246,39.9245,-58.893,13.8942,8.66,-30.1092
199.0439,323.1513,-318.0174,180.8417,291.5211,-289.2347,162.5692,259.9301,-260.4529,144.2266,228.3786,-231.6717,125.8142,196.867,-202.8907,107.332,165.3956,-174.1097,88.7801,133.9649,-145.3284,70.1585,102.5755,-116.5465,51.467,71.2277,-87.7637,32.7055,39.9224,-58.9796,13.8743,8.66,-30.1937
199.0317,323.1294,-318.1198,180.8292,291.5006,-289.3352,162.5563,259.9113,-260.5513,144.2133,228.3617,-231.7677,125.8001,196.852,-202.9845,107.317,165.3827,-174.2013,88.764,133.9541,-145.4179,70.1411,102.5669,-116.6337,51.4485,71.2217,-87.8484,32.6863,39.9191,-59.0612,13.8552,8.66,-30.2711
199.0185,323.1067,-318.217,180.815,291.4783,-289.432,162.5413,259.8899,-260.6468,144.1975,228.3416,-231.8615,125.7835,196.8337,-203.0761,107.2995,165.3665,-174.2904,88.7455,133.9404,-145.5042,70.1219,102.5559,-116.7168,51.4288,71.2139,-87.9275,32.6668,39.9149,-59.1354,13.8367,8.66,-30.3393
199.0041,323.0842,-318.3061,180.7988,291.455,-289.5221,162.5239,259.8667,-260.7366,144.179,228.3193,-231.9501,125.7642,196.8128,-203.1628,107.2793,165.3476,-174.3744,88.7247,133.9241,-145.5848,70.1007,102.5428,-116.7932,51.4078,71.2045,-87.9987,32.6467,39.9099,-59.2003,13.8187,8.66,-30.3964
198.9883,323.0626,-318.3844,180.7806,291.4316,-289.6028,162.5039,259.8426,-260.8181,144.1577,228.2954,-232.0311,125.7418,196.79,-203.242,107.2563,165.3267,-174.4509,88.7014,133.9059,-145.6574,70.0775,102.528,-116.8608,51.3854,71.1939,-88.0601,32.6261,39.9042,-59.254,13.8009,8.66,-30.4408
198.971,323.0429,-318.4494,180.7603,291.409,-289.6716,162.4813,259.8184,-260.8888,144.1336,228.2709,-232.1019,125.7166,196.7662,-203.3115,107.2305,165.3046,-174.5176,88.6755,133.8865,-145.7199,70.0522,102.5122,-116.9177,51.3616,71.1825,-88.1099,32.6047,39.8981,-59.2951,13.7833,8.66,-30.4715
198.9523,323.026,-318.4988,180.7379,291.3883,-289.7262,162.4563,259.7953,-260.9464,144.1067,228.2467,-232.1604,125.6886,196.7423,-203.3691,107.202,165.2821,-174.5725,88.6473,133.8665,-145.7704,70.025,102.4958,-116.9622,51.3364,71.1706,-88.1467,32.5826,39.8917,-59.3225,13.7656,8.66,-30.4876
