Node0px,Node0py,Node0pz,Node1px,Node1py,Node1pz,Node2px,Node2py,Node2pz,Node3px,Node3py,Node3pz,Node4px,Node4py,Node4pz,Node5px,Node5py,Node5pz,Node6px,Node6py,Node6pz,Node7px,Node7py,Node7pz,Node8px,Node8py,Node8pz,Node9px,Node9py,Node9pz,Node10px,Node10py,Node10pz,Node11px,Node11py,Node11pz,Node12px,Node12py,Node12pz,Node13px,Node13py,Node13pz,Node14px,Node14py,Node14pz,Node15px,Node15py,Node15pz,Node16px,Node16py,Node16pz,Node17px,Node17py,Node17pz,Node18px,Node18py,Node18pz,Node19px,Node19py,Node19pz,Node20px,Node20py,Node20pz
(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m),(m)
400,692.82,-400,389.8409,673.2914,-400.0055,379.6401,653.7844,-400.0056,369.3979,634.2993,-400.0056,359.1144,614.8358,-400.0056,348.7899,595.3941,-400.0056,338.4244,575.9742,-400.0056,328.0183,556.576,-400.0056,317.5715,537.1997,-400.0055,307.0843,517.8453,-400.0042,296.5582,498.5157,-399.6229,286.0333,479.2843,-397.6331,275.5648,460.2509,-394.0656,265.2039,441.5071,-388.9748,254.9958,423.1326,-382.4346,244.9782,405.1927,-374.5335,235.1812,387.7379,-365.3692,225.6266,370.8041,-355.044,216.3295,354.4134,-343.6605,207.2981,338.5765,-331.3184,198.5358,323.2945,-318.1121
400,692.82,-400,389.8409,673.2913,-400.0055,379.6402,653.7844,-400.0056,369.398,634.2991,-400.0056,359.1147,614.8356,-400.0056,348.7903,595.3937,-400.0056,338.4251,575.9737,-400.0056,328.0191,556.5754,-400.0056,317.5724,537.199,-400.0055,307.0851,517.8446,-400.0042,296.5589,498.5151,-399.6172,286.0339,479.2841,-397.6247,275.5649,460.2509,-394.0573,265.2031,441.507,-388.9687,254.9936,423.1318,-382.4324,244.9743,405.1906,-374.5362,235.1753,387.7341,-365.3773,225.6187,370.7981,-355.0575,216.3195,354.405,-343.6791,207.2862,338.5658,-331.3414,198.5222,323.2815,-318.1389
400,692.82,-400,389.8409,673.2913,-400.0055,379.6402,653.7843,-400.0056,369.3982,634.2989,-400.0056,359.115,614.8353,-400.0056,348.7908,595.3933,-400.0056,338.4257,575.9732,-400.0056,328.0197,556.5749,-400.0056,317.573,537.1985,-400.0055,307.0856,517.8441,-400.0042,296.5592,498.5149,-399.6081,286.0338,479.2846,-397.6097,275.5644,460.2522,-394.0394,265.2018,441.5088,-388.9506,254.9911,423.1335,-382.4161,244.9703,405.1918,-374.5232,235.1693,387.734,-365.3686,225.6106,370.7962,-355.0537,216.3092,354.401,-343.6801,207.2738,338.5594,-331.3469,198.5079,323.2726,-318.1484
400,692.82,-400,389.8409,673.2913,-400.0055,379.6403,653.7842,-400.0056,369.3984,634.2987,-400.0056,359.1153,614.835,-400.0056,348.7912,595.393,-400.0056,338.4261,575.9728,-400.0056,328.0201,556.5745,-400.0056,317.5732,537.1981,-400.0055,307.0855,517.8438,-400.0042,296.5587,498.5151,-399.5959,286.0331,479.2858,-397.5887,275.5633,460.2547,-394.0126,265.2,441.5124,-388.921,254.9883,423.1378,-382.3862,244.966,405.1961,-374.495,235.1632,387.7377,-365.3435,225.6024,370.7986,-355.0325,216.2989,354.4015,-343.6633,207.2613,338.5576,-331.3346,198.4934,323.2684,-318.1403
400,692.82,-400,389.8409,673.2913,-400.0055,379.6403,653.7841,-400.0056,369.3985,634.2986,-400.0056,359.1155,614.8348,-400.0056,348.7913,595.3928,-400.0056,338.4262,575.9726,-400.0056,328.02,556.5743,-400.0056,317.5729,537.1981,-400.0055,307.0847,517.844,-400.0041,296.5574,498.5158,-399.581,286.0316,479.2879,-397.5621,275.5614,460.2585,-393.9777,265.1976,441.5178,-388.8809,254.985,423.1446,-382.3436,244.9614,405.2036,-374.4523,235.1571,387.7452,-365.3025,225.5944,370.8053,-354.9945,216.2887,354.4068,-343.6291,207.249,338.5608,-331.3047,198.479,323.269,-318.1147
400,692.82,-400,389.8408,673.2913,-400.0055,379.6403,653.7841,-400.0056,369.3984,634.2986,-400.0056,359.1154,614.8348,-400.0056,348.7912,595.3927,-400.0056,338.4258,575.9726,-400.0056,328.0194,556.5745,-400.0056,317.5719,537.1984,-400.0055,307.0832,517.8446,-400.004,296.5553,498.5171,-399.5638,286.0292,479.2908,-397.5309,275.5588,460.2635,-393.9357,265.1946,441.5251,-388.8313,254.9813,423.1538,-382.2896,244.9568,405.2142,-374.3964,235.151,387.7564,-365.2469,225.5866,370.8163,-354.9408,216.2789,354.4166,-343.5785,207.2372,338.5688,-331.2579,198.4653,323.2745,-318.0721
400,692.82,-400,389.8407,673.2913,-400.0055,379.6401,653.7841,-400.0056,369.3982,634.2986,-400.0056,359.115,614.8349,-400.0056,348.7906,595.3929,-400.0056,338.425,575.9729,-400.0056,328.0182,556.575,-400.0056,317.5701,537.1992,-400.0055,307.0807,517.8457,-400.004,296.5522,498.519,-399.5448,286.0258,479.2945,-397.4958,275.5553,460.2697,-393.8878,265.1909,441.534,-388.7738,254.9773,423.1651,-382.2257,244.9519,405.2275,-374.3289,235.1451,387.7709,-365.1782,225.5792,370.8311,-354.8729,216.2699,354.4308,-343.5128,207.2263,338.5814,-331.1955,198.4524,323.2848,-318.0137
400,692.82,-400,389.8405,673.2914,-400.0055,379.6397,653.7843,-400.0056,369.3976,634.2989,-400.0056,359.1142,614.8352,-400.0056,348.7896,595.3934,-400.0056,338.4236,575.9735,-400.0056,328.0163,556.5758,-400.0056,317.5675,537.2004,-400.0055,307.0774,517.8474,-400.0039,296.5481,498.5215,-399.5245,286.0214,479.299,-397.4579,275.5509,460.277,-393.8352,265.1865,441.5443,-388.7099,254.9727,423.1785,-382.1535,244.947,405.2433,-374.2515,235.1394,387.7885,-365.0982,225.5725,370.8495,-354.7926,216.2617,354.4491,-343.4339,207.2165,338.5985,-331.1194,198.4408,323.2996,-317.9412
400,692.82,-400,389.8402,673.2915,-400.0055,379.6392,653.7846,-400.0056,369.3968,634.2993,-400.0056,359.1131,614.8357,-400.0056,348.788,595.3941,-400.0056,338.4215,575.9745,-400.0056,328.0136,556.5771,-400.0056,317.5641,537.2021,-400.0055,307.0731,517.8495,-400.0038,296.5431,498.5246,-399.5034,286.0161,479.3042,-397.418,275.5456,460.2852,-393.7795,265.1815,441.5559,-388.6413,254.9678,423.1934,-382.0752,244.942,405.2613,-374.1666,235.1341,387.8087,-365.0094,225.5664,370.871,-354.7022,216.2546,354.4708,-343.3441,207.208,338.6193,-331.0315,198.4307,323.3186,-317.8566
400,692.82,-400,389.8399,673.2917,-400.0055,379.6384,653.7849,-400.0056,369.3956,634.2998,-400.0056,359.1115,614.8365,-400.0056,348.7859,595.3952,-400.0056,338.4188,575.9759,-400.0056,328.0102,556.5789,-400.0056,317.5599,537.2042,-400.0055,307.0679,517.8522,-400.0038,296.5371,498.5282,-399.4821,286.0099,479.3101,-397.3774,275.5396,460.2942,-393.722,265.1758,441.5686,-388.5699,254.9625,423.2097,-381.9929,244.937,405.2809,-374.0763,235.129,387.8309,-364.914,225.561,370.895,-354.6043,216.2485,354.4954,-343.2458,207.2008,338.6435,-330.9346,198.4221,323.3412,-317.7625
400,692.82,-400,389.8394,673.2919,-400.0055,379.6374,653.7854,-400.0056,369.3941,634.3006,-400.0056,359.1094,614.8376,-400.0056,348.7832,595.3966,-400.0056,338.4154,575.9777,-400.0056,328.006,556.581,-400.0056,317.5549,537.2069,-400.0055,307.0619,517.8553,-400.0037,296.5303,498.5324,-399.4611,286.0028,479.3165,-397.3369,275.5327,460.3038,-393.6642,265.1694,441.5819,-388.4974,254.9568,423.227,-381.9086,244.9319,405.3017,-373.9832,235.1242,387.8547,-364.8149,225.5562,370.9209,-354.5017,216.2434,354.5224,-343.1419,207.195,338.6703,-330.8315,198.4152,323.3667,-317.6615
400,692.82,-400,389.8388,673.2923,-400.0055,379.6362,653.7861,-400.0056,369.3923,634.3015,-400.0056,359.1069,614.8389,-400.0056,348.78,595.3982,-400.0056,338.4114,575.9797,-400.0056,328.0012,556.5836,-400.0056,317.5491,537.2099,-400.0055,307.0551,517.8589,-400.0036,296.5226,498.537,-399.4409,285.9949,479.3234,-397.2977,275.5251,460.3139,-393.6077,265.1625,441.5958,-388.4259,254.9507,423.2448,-381.8248,244.9266,405.3233,-373.8898,235.1196,387.8795,-364.7146,225.552,370.948,-354.3972,216.2391,354.5509,-343.0355,207.1903,338.699,-330.725,198.4098,323.3945,-317.5566
400,692.82,-400,389.8381,673.2926,-400.0055,379.6348,653.7868,-400.0056,369.3902,634.3027,-400.0056,359.104,614.8404,-400.0056,348.7763,595.4002,-400.0056,338.4069,575.9822,-400.0056,327.9957,556.5865,-400.0056,317.5426,537.2134,-400.0055,307.0476,517.8629,-400.0035,296.5143,498.542,-399.4221,285.9864,479.3306,-397.2608,275.517,460.3242,-393.5539,265.1551,441.6098,-388.3573,254.9443,423.2627,-381.7436,244.9212,405.3451,-373.7986,235.1151,387.9046,-364.6161,225.5482,370.9757,-354.2937,216.2357,354.5802,-342.9294,207.1868,338.729,-330.6183,198.4057,323.4239,-317.4509
400,692.82,-400,389.8373,673.293,-400.0055,379.6333,653.7876,-400.0056,369.3878,634.3039,-400.0056,359.1008,614.8421,-400.0056,348.7722,595.4024,-400.0056,338.4018,575.9849,-400.0056,327.9896,556.5897,-400.0056,317.5356,537.2172,-400.0055,307.0396,517.8673,-400.0035,296.5055,498.5473,-399.4052,285.9774,479.3379,-397.227,275.5082,460.3344,-393.5043,265.1471,441.6236,-388.2933,254.9374,423.2804,-381.6672,244.9155,405.3665,-373.7122,235.1106,387.9295,-364.522,225.5446,371.0034,-354.1943,216.2327,354.6097,-342.8268,207.184,338.7593,-330.5144,198.4027,323.4541,-317.3473
400,692.82,-400,389.8365,673.2935,-400.0055,379.6316,653.7885,-400.0056,369.3852,634.3053,-400.0056,359.0973,614.844,-400.0056,348.7677,595.4048,-400.0056,338.3964,575.9878,-400.0056,327.9832,556.5932,-400.0056,317.5281,537.2212,-400.0055,307.0311,517.8719,-400.0034,296.4962,498.5528,-399.3906,285.9679,479.3452,-397.1975,275.4991,460.3444,-393.4602,265.1388,441.6369,-388.2357,254.9301,423.2974,-381.5978,244.9095,405.3873,-373.6329,235.1059,387.9536,-364.4349,225.541,371.0303,-354.1016,216.2299,354.6387,-342.7305,207.1818,338.7894,-330.4162,198.4006,323.4844,-317.2489
400,692.82,-400,389.8356,673.294,-400.0055,379.6297,653.7895,-400.0056,369.3824,634.3068,-400.0056,359.0935,614.8461,-400.0056,348.7629,595.4074,-400.0056,338.3906,575.991,-400.0056,327.9764,556.5969,-400.0056,317.5204,537.2254,-400.0055,307.0224,517.8766,-400.0034,296.4867,498.5584,-399.3787,285.9581,479.3525,-397.1728,275.4896,460.354,-393.4227,265.13,441.6495,-388.1861,254.9225,423.3134,-381.5372,244.9032,405.4067,-373.5629,235.1009,387.9763,-364.3573,225.5373,371.0558,-354.0182,216.2273,354.6664,-342.6431,207.1798,338.8185,-330.3266,198.399,323.514,-317.1584
400,692.82,-400,389.8346,673.2945,-400.0055,379.6278,653.7905,-400.0056,369.3795,634.3084,-400.0056,359.0896,614.8482,-400.0056,348.758,595.4101,-400.0056,338.3846,575.9942,-400.0056,327.9695,556.6007,-400.0056,317.5124,537.2298,-400.0055,307.0135,517.8815,-400.0034,296.4771,498.564,-399.3698,285.9482,479.3594,-397.1538,275.4798,460.363,-393.3931,265.1209,441.6611,-388.1458,254.9145,423.328,-381.4872,244.8964,405.4245,-373.5041,235.0955,387.9972,-364.2913,225.5333,371.0794,-353.9465,216.2244,354.6922,-342.5672,207.1779,338.846,-330.2479,198.3978,323.5423,-317.0783
400,692.82,-400,389.8337,673.295,-400.0055,379.6259,653.7916,-400.0056,369.3766,634.31,-400.0056,359.0856,614.8504,-400.0056,348.753,595.4128,-400.0056,338.3786,575.9975,-400.0056,327.9624,556.6046,-400.0056,317.5045,537.2342,-400.0055,307.0047,517.8864,-400.0033,296.4675,498.5695,-399.3642,285.9382,479.366,-397.141,275.47,460.3712,-393.372,265.1117,441.6714,-388.1161,254.9061,423.3409,-381.449,244.8893,405.4401,-373.4583,235.0897,388.0157,-364.2387,225.5289,371.1006,-353.8883,216.2213,354.7156,-342.5047,207.176,338.8712,-330.1824,198.3968,323.5687,-317.0108
400,692.82,-400,389.8327,673.2955,-400.0055,379.624,653.7927,-400.0056,369.3736,634.3116,-400.0056,359.0816,614.8526,-400.0056,348.748,595.4156,-400.0056,338.3726,576.0008,-400.0056,327.9555,556.6085,-400.0056,317.4966,537.2386,-400.0055,306.996,517.8913,-400.0033,296.4581,498.5748,-399.3621,285.9285,479.372,-397.1347,275.4602,460.3784,-393.3601,265.1023,441.6802,-388.0978,254.8975,423.3517,-381.4239,244.8817,405.4533,-373.4265,235.0835,388.0314,-364.2009,225.524,371.1187,-353.8453,216.2179,354.736,-342.4574,207.1738,338.8934,-330.1317,198.3958,323.5924,-316.9577
400,692.82,-400,389.8318,673.296,-400.0055,379.6221,653.7937,-400.0056,369.3707,634.3132,-400.0056,359.0777,614.8547,-400.0056,348.743,595.4183,-400.0056,338.3667,576.0041,-400.0056,327.9487,556.6122,-400.0056,317.4889,537.2428,-400.0055,306.9876,517.896,-400.0033,296.4491,498.5799,-399.3635,285.9189,479.3774,-397.1352,275.4506,460.3844,-393.3577,265.0929,441.6874,-388.0912,254.8887,423.3604,-381.4124,244.8739,405.4638,-373.4098,235.0769,388.0439,-364.179,225.5188,371.1335,-353.8186,216.2141,354.7529,-342.4264,207.1714,338.9123,-330.0972,198.3947,323.613,-316.9204
400,692.82,-400,389.8309,673.2965,-400.0055,379.6202,653.7947,-400.0056,369.3679,634.3148,-400.0056,359.0739,614.8568,-400.0056,348.7383,595.4209,-400.0056,338.361,576.0072,-400.0056,327.9421,556.6159,-400.0056,317.4816,537.2469,-400.0055,306.9796,517.9004,-400.0034,296.4405,498.5845,-399.3685,285.9099,479.3821,-397.1424,275.4412,460.3893,-393.3649,265.0836,441.6927,-388.0967,254.88,423.3666,-381.4148,244.866,405.4713,-373.4084,235.0701,388.0531,-364.1734,225.5132,371.1445,-353.8088,216.21,354.766,-342.4126,207.1689,338.9274,-330.0797,198.3936,323.6299,-316.8997
400,692.82,-400,389.8301,673.297,-400.0055,379.6185,653.7957,-400.0056,369.3653,634.3162,-400.0056,359.0704,614.8588,-400.0056,348.7338,595.4234,-400.0056,338.3557,576.0102,-400.0056,327.936,556.6193,-400.0056,317.4748,537.2508,-400.0055,306.9721,517.9046,-400.0034,296.4325,498.5888,-399.3767,285.9013,479.386,-397.1561,275.4324,460.3929,-393.3815,265.0748,441.6961,-388.1139,254.8714,423.3702,-381.4311,244.8581,405.4756,-373.4223,235.0631,388.0586,-364.1842,225.5075,371.1515,-353.816,216.2057,354.7748,-342.4161,207.1662,338.9382,-330.0795,198.3926,323.6428,-316.8961
400,692.82,-400,389.8293,673.2974,-400.0055,379.6169,653.7966,-400.0056,369.3628,634.3176,-400.0056,359.067,614.8606,-400.0056,348.7296,595.4258,-400.0056,338.3507,576.013,-400.0056,327.9303,556.6225,-400.0056,317.4685,537.2543,-400.0055,306.9654,517.9085,-400.0034,296.4252,498.5925,-399.388,285.8936,479.3891,-397.1758,275.4242,460.3951,-393.4069,265.0664,441.6976,-388.1424,254.8632,423.3713,-381.4605,244.8504,405.4768,-373.451,235.0562,388.0603,-364.2109,225.5018,371.1544,-353.8398,216.2014,354.7792,-342.4366,207.1635,338.9445,-330.0965,198.3916,323.6513,-316.9095
400,692.82,-400,389.8286,673.2978,-400.0055,379.6154,653.7974,-400.0056,369.3605,634.3189,-400.0056,359.064,614.8624,-400.0056,348.7258,595.4279,-400.0056,338.3462,576.0155,-400.0056,327.9251,556.6254,-400.0056,317.4628,537.2575,-400.0055,306.9593,517.9119,-400.0035,296.4188,498.5957,-399.4022,285.8867,479.3914,-397.2011,275.4168,460.396,-393.4403,265.0587,441.6972,-388.1813,254.8555,423.3698,-381.5023,244.8431,405.4748,-373.4936,235.0497,388.0584,-364.2527,225.4963,371.1531,-353.8796,216.1973,354.7792,-342.4734,207.1609,338.9463,-330.1299,198.3908,323.6552,-316.9393
400,692.82,-400,389.8279,673.2981,-400.0055,379.6141,653.7981,-400.0056,369.3585,634.32,-400.0056,359.0612,614.8639,-400.0056,348.7224,595.4298,-400.0056,338.3422,576.0178,-400.0056,327.9206,556.628,-400.0056,317.4579,537.2603,-400.0055,306.9541,517.9148,-400.0035,296.4134,498.5984,-399.4187,285.8807,479.3927,-397.2312,275.4104,460.3956,-393.4809,265.0519,441.6948,-388.2294,254.8486,423.3659,-381.5551,244.8364,405.4697,-373.5488,235.0436,388.0528,-364.3082,225.4912,371.1478,-353.9339,216.1934,354.7748,-342.5254,207.1586,338.9435,-330.1787,198.3903,323.6546,-316.9844
400,692.82,-400,389.8274,673.2985,-400.0055,379.6129,653.7988,-400.0056,369.3567,634.321,-400.0056,359.0588,614.8652,-400.0056,348.7194,595.4315,-400.0056,338.3387,576.0198,-400.0056,327.9167,556.6302,-400.0056,317.4537,537.2627,-400.0055,306.9499,517.9173,-400.0036,296.409,498.6003,-399.437,285.8759,479.3932,-397.2651,275.405,460.3939,-393.5274,265.0462,441.6908,-388.2853,254.8426,423.3596,-381.6175,244.8305,405.4617,-373.6149,235.0382,388.0438,-364.3758,225.4866,371.1385,-354.0011,216.19,354.7662,-342.5908,207.1567,338.9362,-330.2414,198.3901,323.6494,-317.0435
400,692.82,-400,389.8269,673.2987,-400.0055,379.6119,653.7993,-400.0056,369.3551,634.3219,-400.0056,359.0568,614.8664,-400.0056,348.7169,595.4329,-400.0056,338.3358,576.0214,-400.0056,327.9135,556.632,-400.0056,317.4504,537.2646,-400.0055,306.9466,517.9192,-400.0037,296.4057,498.6017,-399.4568,285.8723,479.3928,-397.302,275.4009,460.391,-393.5785,265.0415,441.6851,-388.3474,254.8377,423.3512,-381.6876,244.8256,405.4511,-373.6901,235.0336,388.0316,-364.4536,225.4827,371.1257,-354.0793,216.1872,354.7536,-342.6679,207.1552,338.9248,-330.316,198.3903,323.64,-317.1148
400,692.82,-400,389.8265,673.299,-400.0055,379.6111,653.7998,-400.0056,369.3539,634.3226,-400.0056,359.0551,614.8673,-400.0056,348.7149,595.434,-400.0056,338.3335,576.0227,-400.0056,327.9111,556.6334,-400.0056,317.4479,537.266,-400.0055,306.9443,517.9205,-400.0037,296.4036,498.6024,-399.4773,285.8699,479.3916,-397.3408,275.398,460.3871,-393.6327,265.0381,441.678,-388.414,254.8339,423.341,-381.7633,244.8217,405.4382,-373.7721,235.0299,388.0167,-364.5392,225.4796,371.1097,-354.1663,216.1849,354.7375,-342.7543,207.1542,338.9096,-330.4004,198.3907,323.6265,-317.1962
400,692.82,-400,389.8261,673.2991,-400.0055,379.6104,653.8002,-400.0056,369.3529,634.3231,-400.0056,359.0538,614.868,-400.0056,348.7134,595.4349,-400.0056,338.3318,576.0236,-400.0056,327.9094,556.6343,-400.0056,317.4464,537.2669,-400.0055,306.9431,517.9212,-400.0038,296.4027,498.6024,-399.4981,285.8688,479.3897,-397.3803,275.3964,460.3823,-393.6885,265.036,441.6698,-388.4831,254.8313,423.3294,-381.8427,244.8188,405.4235,-373.8587,235.027,387.9996,-364.6303,225.4771,371.0911,-354.2595,216.1832,354.7184,-342.8476,207.1535,338.891,-330.4923,198.3913,323.6095,-317.2855
400,692.82,-400,389.8259,673.2993,-400.0055,379.6099,653.8004,-400.0056,369.3521,634.3235,-400.0056,359.0529,614.8685,-400.0056,348.7124,595.4354,-400.0056,338.3308,576.0242,-400.0056,327.9085,556.6348,-400.0056,317.4458,537.2672,-400.0055,306.9429,517.9213,-400.0039,296.4029,498.6018,-399.5184,285.8689,479.3871,-397.4195,275.3961,460.3767,-393.7443,265.0351,441.6607,-388.5528,254.8298,423.3166,-381.9234,244.8169,405.4074,-373.9475,235.0251,387.9808,-364.7244,225.4753,371.0704,-354.3564,216.1819,354.6969,-342.9453,207.1531,338.8697,-330.5891,198.3919,323.5895,-317.3802
400,692.82,-400,389.8257,673.2994,-400.0055,379.6096,653.8006,-400.0056,369.3517,634.3238,-400.0056,359.0524,614.8688,-400.0056,348.7119,595.4357,-400.0056,338.3305,576.0244,-400.0056,327.9084,556.6349,-400.0056,317.4461,537.2671,-400.0055,306.9438,517.9209,-400.004,296.4042,498.6006,-399.5379,285.8702,479.384,-397.4573,275.397,460.3706,-393.7986,265.0353,441.651,-388.6213,254.8294,423.3032,-382.0033,244.816,405.3903,-374.0361,235.0238,387.9608,-364.8189,225.4741,371.0483,-354.4545,216.181,354.6736,-343.0448,207.1527,338.8463,-330.6883,198.3924,323.567,-317.4777
400,692.82,-400,389.8256,673.2994,-400.0055,379.6094,653.8007,-400.0056,369.3515,634.3238,-400.0056,359.0523,614.8688,-400.0056,348.7119,595.4356,-400.0056,338.3308,576.0242,-400.0056,327.9091,556.6345,-400.0056,317.4472,537.2664,-400.0055,306.9455,517.9199,-400.004,296.4065,498.5989,-399.5558,285.8725,479.3804,-397.4925,275.399,460.3641,-393.8498,265.0367,441.6411,-388.6865,254.83,423.2894,-382.0801,244.8159,405.373,-374.1219,235.0232,387.9403,-364.9112,225.4733,371.0254,-354.551,216.1802,354.6492,-343.1434,207.1523,338.8215,-330.7872,198.3926,323.5427,-317.5756
400,692.82,-400,389.8256,673.2994,-400.0055,379.6094,653.8007,-400.0056,369.3517,634.3238,-400.0056,359.0526,614.8687,-400.0056,348.7125,595.4353,-400.0056,338.3316,576.0237,-400.0056,327.9104,556.6337,-400.0056,317.4491,537.2653,-400.0055,306.9481,517.9185,-400.0041,296.4097,498.5968,-399.5717,285.8758,479.3765,-397.5243,275.4019,460.3576,-393.8966,265.0389,441.6312,-388.7467,254.8314,423.2759,-382.1518,244.8165,405.3558,-374.2028,235.0231,387.9198,-364.999,225.4727,371.0023,-354.6434,216.1794,354.6244,-343.2384,207.1515,338.7959,-330.8832,198.3922,323.5174,-317.6711
400,692.82,-400,389.8257,673.2994,-400.0055,379.6096,653.8005,-400.0056,369.352,634.3235,-400.0056,359.0532,614.8683,-400.0056,348.7135,595.4347,-400.0056,338.3331,576.0229,-400.0056,327.9124,556.6326,-400.0056,317.4518,537.2639,-400.0055,306.9514,517.9166,-400.0041,296.4136,498.5943,-399.5853,285.8798,479.3724,-397.5517,275.4055,460.3511,-393.9376,265.0419,441.6216,-388.8003,254.8335,423.2629,-382.2164,244.8176,405.3393,-374.2765,235.0233,387.9001,-365.0798,225.4721,370.9799,-354.7293,216.1784,354.6,-343.3275,207.1503,338.7704,-330.9739,198.391,323.4916,-317.7619
400,692.82,-400,389.8259,673.2993,-400.0055,379.61,653.8003,-400.0056,369.3527,634.3231,-400.0056,359.0542,614.8677,-400.0056,348.7149,595.4339,-400.0056,338.3351,576.0217,-400.0056,327.915,556.6311,-400.0056,317.455,537.262,-400.0055,306.9553,517.9144,-400.0042,296.418,498.5915,-399.596,285.8844,479.3683,-397.5741,275.4098,460.345,-393.9717,265.0454,441.6128,-388.8458,254.836,423.2509,-382.2722,244.819,405.324,-374.3411,235.0236,387.8816,-365.1515,225.4715,370.9586,-354.8064,216.1771,354.5766,-343.4083,207.1485,338.7456,-331.0568,198.3889,323.4663,-317.8456
400,692.82,-400,389.8261,673.2991,-400.0055,379.6105,653.8,-400.0056,369.3536,634.3226,-400.0056,359.0556,614.8669,-400.0056,348.7168,595.4328,-400.0056,338.3375,576.0204,-400.0056,327.918,556.6294,-400.0056,317.4586,537.26,-400.0055,306.9596,517.912,-400.0042,296.4228,498.5886,-399.6037,285.8893,479.3644,-397.5908,275.4144,460.3393,-393.9982,265.0492,441.6049,-388.882,254.8388,423.2402,-382.3177,244.8206,405.3103,-374.3949,235.0239,387.865,-365.2123,225.4707,370.9393,-354.8727,216.1752,354.555,-343.4787,207.1459,338.7223,-331.1298,198.3858,323.4421,-317.9201
400,692.82,-400,389.8264,673.2989,-400.0055,379.6112,653.7996,-400.0056,369.3547,634.322,-400.0056,359.0572,614.866,-400.0056,348.7189,595.4316,-400.0056,338.3402,576.0188,-400.0056,327.9213,556.6275,-400.0056,317.4626,537.2577,-400.0055,306.9641,517.9094,-400.0042,296.4278,498.5857,-399.6081,285.8944,479.3607,-397.6015,275.4191,460.3344,-394.0163,265.0532,441.5982,-388.9081,254.8417,423.2313,-382.3518,244.8222,405.2988,-374.4365,235.0241,387.8507,-365.2606,225.4695,370.9223,-354.9265,216.1728,354.5357,-343.5368,207.1425,338.7012,-331.191,198.3816,323.4197,-317.9832
400,692.82,-400,389.8268,673.2987,-400.0055,379.612,653.7992,-400.0056,369.356,634.3212,-400.0056,359.059,614.8649,-400.0056,348.7213,595.4302,-400.0056,338.3432,576.0171,-400.0056,327.9249,556.6255,-400.0056,317.4666,537.2553,-400.0055,306.9686,517.9067,-400.0042,296.4327,498.5828,-399.6093,285.8993,479.3575,-397.606,275.4238,460.3304,-394.0257,265.0572,441.5929,-388.9235,254.8446,423.2242,-382.3737,244.8237,405.2896,-374.4649,235.0242,387.8391,-365.2951,225.468,370.9083,-354.9664,216.1699,354.5193,-343.5812,207.1383,338.6828,-331.2388,198.3765,323.3997,-318.0335
400,692.82,-400,389.8272,673.2985,-400.0055,379.6129,653.7986,-400.0056,369.3574,634.3204,-400.0056,359.0609,614.8638,-400.0056,348.7238,595.4288,-400.0056,338.3462,576.0153,-400.0056,327.9285,556.6234,-400.0056,317.4707,537.253,-400.0055,306.973,517.9042,-400.0042,296.4373,498.5801,-399.6073,285.904,479.3547,-397.6043,275.4282,460.3273,-394.0263,265.0609,441.5891,-388.928,254.8473,423.2193,-382.383,244.825,405.283,-374.4796,235.0239,387.8306,-365.3151,225.4661,370.8976,-354.9914,216.1665,354.5064,-343.6106,207.1335,338.6678,-331.272,198.3704,323.3829,-318.0695
400,692.82,-400,389.8276,673.2982,-400.0055,379.6138,653.7981,-400.0056,369.3588,634.3196,-400.0056,359.0629,614.8627,-400.0056,348.7263,595.4273,-400.0056,338.3493,576.0136,-400.0056,327.932,556.6214,-400.0056,317.4746,537.2508,-400.0055,306.9771,517.9018,-400.0042,296.4416,498.5778,-399.6022,285.9083,479.3526,-397.5966,275.4322,460.3254,-394.0183,265.0643,441.587,-388.9215,254.8497,423.2166,-382.3796,244.8261,405.2793,-374.4801,235.0235,387.8254,-365.3201,225.464,370.8906,-355.001,216.1627,354.4974,-343.6245,207.1281,338.6566,-331.2896,198.3637,323.3698,-318.0903
400,692.82,-400,389.8281,673.298,-400.0055,379.6148,653.7976,-400.0056,369.3603,634.3188,-400.0056,359.0649,614.8615,-400.0056,348.7288,595.4259,-400.0056,338.3522,576.0119,-400.0056,327.9353,556.6195,-400.0056,317.4781,537.2487,-400.0055,306.9808,517.8997,-400.0041,296.4452,498.5758,-399.5942,285.9119,479.3511,-397.5832,275.4356,460.3245,-394.002,265.0673,441.5866,-388.9046,254.8517,423.2163,-382.3638,244.8269,405.2785,-374.4668,235.0228,387.8236,-365.3103,225.4617,370.8874,-354.995,216.1586,354.4923,-343.6224,207.1225,338.6496,-331.2913,198.3566,323.3606,-318.0954
